"item_name","description","item_quantity","station_name","receiving_date","receiving_time"
"POUCH","TORCH LOCK HAIR BAND","","DWARKA SECTOR - 21","23/09/2022","13:30:00"
"UMBRELLA","","","DWARKA SECTOR - 21","23/09/2022","11:00:00"
"BAG","SAREE","","SHADIPUR","23/09/2022","18:20:00"
"HIGH VISIBILITY VESTS","","","MAJLIS PARK","23/09/2022","11:00:00"
"EARBUDS CASE","","","NETAJI SUBHASH PLACE","23/09/2022","19:30:00"
"WATCH","","","DABRI MOR - JANAKPURI SOUTH","23/09/2022","12:10:00"
"BOTTLE","","","TERMINAL 1-IGI AIRPORT","23/09/2022","18:30:00"
"UMBRELLA","","","JASOLA VIHAR SHAHEEN BAGH","23/09/2022","13:15:00"
"BELT WAX STRIP CREAM","","","JANAKPURI WEST","23/09/2022","21:00:00"
"CASH","","","DHANSA BUS STAND","23/09/2022","18:00:00"
"STRETCHING DEVICE","","","BRIG. HOSHIAR SINGH","23/09/2022","23:55:00"
"POLY BAG","SLING BAG","","DURGABAI DESHMUKH SOUTH CAMPUS","23/09/2022","21:00:00"
"JUTE BAG","SHAVING KIT SLIPPERS WATCH EARBUDS BELT CHARGER COSMETICS","","DELHI CANTT.","23/09/2022","17:30:00"
"UMBRELLA","","","RAJENDRA PLACE","23/09/2022","21:00:00"
"UMBRELLA WATCH","","","RAMAKRISHNA ASHRAM MARG","23/09/2022","13:20:00"
"UMBRELLA","","","HAUZ KHAS","23/09/2022","13:30:00"
"FOG MACHINE","","","MAJLIS PARK","23/09/2022","10:25:00"
"DECORATING LIGHTS","","","TIS HAZARI","22/09/2022","20:15:00"
"PURSE WITH BANK CARD , METRO CARD , VOTER ID & CASH OF KIRTI WADHWA","","","AIRPORT (T-3)","22/09/2022","13:15:00"
"UMBRELLA","","","WELCOME","22/09/2022","17:00:00"
"PURSE WITH BANK CARD, AADHAR & CASH OF NISHA","","","ITO","22/09/2022","20:30:00"
"EARBUD","","","MOHAN ESTATE","22/09/2022","20:00:00"
"SHOES","","","LAJPAT NAGAR","22/09/2022","20:55:00"
"BAG WITH CLOTHES,LOCK,CAP,SHOE BRUSH","","","DWARKA","22/09/2022","15:50:00"
"PURSE WITH DL,PAN , BANK CARD & CASH OF ADITYA PRATAP SINGH","","","JANAKPURI WEST","22/09/2022","11:35:00"
"HELMET","","","DELHI CANTT.","22/09/2022","22:24:00"
"WATCH","","","LAJPAT NAGAR","22/09/2022","21:25:00"
"UMBRELLA","","","RAJOURI GARDEN","22/09/2022","22:50:00"
"BOTTLE & UMBRELLA","","","ROHINI SECTOR - 18, 19","22/09/2022","11:00:00"
"UMBRELLA","","","SAMAYPUR BADLI","22/09/2022","11:16:00"
"EARBUDS CASE","","","CENTRAL SECRETARIAT","22/09/2022","21:15:00"
"PURSE","CASH AADHAR PAN METRO CARD OF HIMALAYA MISHRA","","CENTRAL SECRETARIAT","22/09/2022","21:30:00"
"UMBRELLA","","","VISHWAVIDYALAYA","22/09/2022","12:40:00"
"UMBRELLA","","","SEELAMPUR","22/09/2022","20:35:00"
"JEANS","","","SEELAMPUR","22/09/2022","19:50:00"
"CLOCK DOCUMENTS OF PRINCE JWELLERS","","","RAJOURI GARDEN","22/09/2022","00:25:00"
"JUTE BAG","TIFFIN BOTTLE","","RAJENDRA PLACE","22/09/2022","21:15:00"
"POLY BAG","BEDDING COVER CLOTHS PEN DRIVE BOTTLE","","RAMAKRISHNA ASHRAM MARG","22/09/2022","22:00:00"
"HAND BAG","TIFFINS MEDICINE METRO CARD CASH","","SECTOR - 34 NOIDA","22/09/2022","11:30:00"
"CASH","","","NEW DELHI (Yellow & Airport Line)","22/09/2022","11:30:00"
"PURSE","ID CARD PAN AADHAR VOTER ID BANK CARD OF VINOD KUMAR","","NEW DELHI (Yellow & Airport Line)","22/09/2022","23:00:00"
"ANKLET","","","DWARKA MOR","21/09/2022","10:30:00"
"BAG WITH UMBRELLA & CHARGER","","","CHHATARPUR","21/09/2022","21:00:00"
"ORNAMENTS","","","JHANDEWALAN","21/09/2022","13:00:00"
"BAG WITH CHARGER,BOTTLE & CLOTHES","","","MANDI HOUSE","21/09/2022","22:25:00"
"CASH","","","NEW DELHI (Yellow & Airport Line)","21/09/2022","10:00:00"
"UMBRELLA","","","DELHI AEROCITY","21/09/2022","09:30:00"
"CARRY BAG WITH CHARGER,CLOTHES & CASH","","","SHASTRI PARK","21/09/2022","15:00:00"
"METRO CARD","","","RAJIV CHOWK","21/09/2022","15:15:00"
"PURSE WITH BRACELET & CASH","","","NIRMAN VIHAR","21/09/2022","22:00:00"
"SURGEON GOWN","","","PUNJABI BAGH","21/09/2022","22:30:00"
"JUTE BAG WITH TIFFIN","","","PATEL CHOWK","21/09/2022","21:40:00"
"CASH","","","DWARKA SECTOR - 21","21/09/2022","19:30:00"
"EARBUD","","","OKHLA BIRD SANCTUARY","21/09/2022","19:30:00"
"WAIST BAG WITH BANK CARD,SPECTACLE,LOTION & CASH","","","TERMINAL 1-IGI AIRPORT","21/09/2022","19:55:00"
"CHARGING CASE EARPODS","","","LAJPAT NAGAR","21/09/2022","21:00:00"
"LUNCH BOX","","","MILLENNIUM CITY CENTRE GURUGRAM","21/09/2022","18:40:00"
"BAG WITH JACKET SWEATER CLOTHS MOBILE AADHAR VOTER ID OF UMESH KUMAR","","","SEELAMPUR","20/09/2022","07:00:00"
"UMBRELLA","","","ITO","20/09/2022","19:15:00"
"EARBUDS CASE","","","SAKET","20/09/2022","13:00:00"
"HELMET","","","DWARKA SECTOR - 21","20/09/2022","07:50:00"
"PAPER BAG","JEANS SHIRT BOTTLE DEODRANT","","DWARKA SECTOR - 21","20/09/2022","08:20:00"
"UMBRELLA","","","DWARKA SECTOR - 21","20/09/2022","08:20:00"
"BAG","COSMETICS","","DWARKA SECTOR - 21","20/09/2022","08:20:00"
"LUNCH BOX","GLASS BOTTLE","","DWARKA SECTOR - 21","20/09/2022","08:25:00"
"LUNCH BOX","","","DWARKA SECTOR - 21","20/09/2022","08:25:00"
"POWER BANK","","","JOHRI ENCLAVE","20/09/2022","10:00:00"
"BELLY,SHEET HOLDER","","","LAJPAT NAGAR","20/09/2022","20:45:00"
"PAPER BAG","LUNCH BOX","","MANDI HOUSE","20/09/2022","12:40:00"
"BOTTLE","","","SEELAMPUR","20/09/2022","20:30:00"
"ANKLET","","","QUTAB MINAR","20/09/2022","13:40:00"
"BOOKS","","","PEERAGARHI","20/09/2022","16:00:00"
"BAG","SHAKER T SHIRT TIFFIN","","KASHMERE GATE","20/09/2022","13:00:00"
"MEDICAL REPORT OF SHASHI KIRAN","","","RAJIV CHOWK","20/09/2022","13:00:00"
"SHOES","","","RAJIV CHOWK","20/09/2022","13:00:00"
"AADHAR PAN METRO CARD OF DEV KUMAR","","","PALAM","20/09/2022","18:00:00"
"WATCH","","","DWARKA MOR","20/09/2022","13:45:00"
"MOUSE","","","UTTAM NAGAR EAST","20/09/2022","12:00:00"
"LUNCH BOX","","","DWARKA SECTOR - 21","20/09/2022","08:30:00"
"WIND CHEATER","","","DWARKA SECTOR - 21","20/09/2022","08:30:00"
"PIANO","","","KARKARDUMA","20/09/2022","16:00:00"
"BAG WITH , UMBRELLA, WATER BOTTLE ,METRO CARD","","","KAROL BAGH","20/09/2022","23:00:00"
"PAINTING","","","CHHATARPUR","20/09/2022","21:25:00"
"HELMET","","","SAKET","20/09/2022","13:00:00"
"EARBUDS","","","SAKET","20/09/2022","13:00:00"
"ADAPTER","","","RAJENDRA PLACE","20/09/2022","15:45:00"
"IRON BENDER","","","DWARKA SECTOR - 9","20/09/2022","20:00:00"
"JUTE BAG","LUNCH BOX","","DWARKA SECTOR - 12","20/09/2022","18:00:00"
"LUNCH BOX ,UMBRELLA","","","NAWADA","20/09/2022","20:35:00"
"UMBRELLA","","","DELHI CANTT.","20/09/2022","15:05:00"
"HEAD PHONE","","","SHIVAJI STADIUM","19/09/2022","13:00:00"
"BAG","CHARGERS CLOTHS NAIL CUTTER","","SHIVAJI STADIUM","19/09/2022","18:00:00"
"WATCH","","","OKHLA NSIC","19/09/2022","18:30:00"
"PURSE","AADHAR PAN BANK CARDS OF KARTIK GUPTA","","SECTOR - 52 NOIDA","19/09/2022","21:30:00"
"BOTTLE","","","SHAHDARA","19/09/2022","18:30:00"
"SLEEPING BAG","","","NEW DELHI (Yellow & Airport Line)","19/09/2022","16:00:00"
"LUNCH BOX","","","NEW DELHI (Yellow & Airport Line)","19/09/2022","17:30:00"
"PURSE","AADHAR BANK CARDS OF MALIKAJABI","","PUNJABI BAGH WEST","19/09/2022","11:25:00"
"EARBUDS CASE","","","RITHALA","19/09/2022","14:00:00"
"SPECTACLES WITH  COVER","","","RITHALA","19/09/2022","13:15:00"
"BOTTLE","","","RITHALA","19/09/2022","13:00:00"
"LUNCH BOX","","","DASHRATHPURI","19/09/2022","09:30:00"
"LUNCH BOX","","","MUNIRKA","19/09/2022","20:50:00"
"LUNCH BOX","","","DWARKA","19/09/2022","23:55:00"
"WATCH","","","UTTAM NAGAR EAST","19/09/2022","12:00:00"
"POWER BANK","","","DWARKA SECTOR - 14","19/09/2022","09:45:00"
"FLOWERS","","","CHANDNI CHOWK","19/09/2022","21:00:00"
"SUIT","","","CHANDNI CHOWK","19/09/2022","21:00:00"
"POLY BAG","TOYS HOT WATER BAG","","CHANDNI CHOWK","19/09/2022","21:00:00"
"POLY BAG","BLOUSE CHUNNI","","CHANDNI CHOWK","19/09/2022","21:00:00"
"BAG","CASH LUNCH BOX","","RITHALA","19/09/2022","05:45:00"
"BOTTLE","","","JANPATH","19/09/2022","20:30:00"
"HAND BAG","CHEQUE BOOK BOTTLE OF SHES NARAYAN","","LAL QUILA","19/09/2022","21:00:00"
"BAG","CAP POWDER","","KASHMERE GATE","18/09/2022","14:25:00"
"UMBRELLA","","","NEW DELHI (Yellow & Airport Line)","18/09/2022","19:00:00"
"TROLLEY BAG","CLOTHS","","DWARKA SECTOR - 21","18/09/2022","22:25:00"
"SHOES","","","DWARKA SECTOR - 21","18/09/2022","18:15:00"
"SOCKS","","","AIRPORT (T-3)","18/09/2022","13:00:00"
"WATCH","","","MUNIRKA","18/09/2022","18:00:00"
"EARBUDS","","","DELHI GATE","18/09/2022","11:30:00"
"HELMET","","","KASHMERE GATE","18/09/2022","16:00:00"
"TRIPOD","","","SHASTRI PARK","18/09/2022","19:45:00"
"CARRY BAG","STALL SOCKS LOWER UPPER","","LAL QUILA","18/09/2022","23:10:00"
"BOTTLE","","","NOIDA CITY CENTRE","18/09/2022","21:20:00"
"BAG","CHARGER AADHAR VOTER ID SPECTACLE CLOTHS OF EIJAJ HUSSEIN","","GREEN PARK","18/09/2022","20:30:00"
"EARBUDS CASE","","","JANGPURA","18/09/2022","18:40:00"
"BAG","CLOTHS","","TAGORE GARDEN","18/09/2022","14:40:00"
"ADOPTER ,WATCH","","","UTTAM NAGAR WEST","18/09/2022","12:30:00"
"HELMET","","","SAMAYPUR BADLI","18/09/2022","15:40:00"
"BELT","","","RAJIV CHOWK","18/09/2022","21:20:00"
"ornaments","","","TIS HAZARI","18/09/2022","18:10:00"
"SHOES","","","ROHINI WEST","18/09/2022","12:30:00"
"POLY BAG","DATA CABLES CHRGERS BAG","","NOIDA ELECTRONIC CITY","17/09/2022","06:50:00"
"WATCH","","","UDYOG BHAWAN","17/09/2022","19:30:00"
"WATCH","","","AIRPORT (T-3)","17/09/2022","14:00:00"
"BOTTLE","","","AIRPORT (T-3)","17/09/2022","12:30:00"
"HELMET","","","KALKAJI MANDIR","17/09/2022","18:45:00"
"TROLLEY BAG","HAND BAG SANDLES MOBILE ,CHARGER","","MUNIRKA","17/09/2022","19:45:00"
"UMBRELLA","","","RAJENDRA PLACE","17/09/2022","14:20:00"
"HELMET","","","SIR M. VISHWESHWARAIAH MOTI BAGH","17/09/2022","23:00:00"
"RING","","","DWARKA","17/09/2022","16:20:00"
"SHOES","","","DWARKA SECTOR - 12","17/09/2022","23:40:00"
"EARBUDS","","","JHANDEWALAN","17/09/2022","21:20:00"
"EARBUDS CASE","","","LOK KALYAN MARG","17/09/2022","20:20:00"
"EARBUDS CASE,NECK BAND","","","CHHATARPUR","17/09/2022","21:30:00"
"UMBRELLA","","","RAJIV CHOWK","17/09/2022","20:00:00"
"PAPER BUNDLE","","","NEHRU PLACE","17/09/2022","21:00:00"
"CARRY BAG","SUIT SAREE","","NEW DELHI (Yellow & Airport Line)","17/09/2022","10:00:00"
"PURSE","CASH BANK CARD OF SHEETAL SHARMA","","EAST AZAD NAGAR","17/09/2022","14:25:00"
"BAG","SELFI STICK SUN GLASS T SHIRT DATA CBLE","","NEW DELHI (Yellow & Airport Line)","17/09/2022","19:00:00"
"METRO CARD","","","SECTOR - 52 NOIDA","16/09/2022","11:00:00"
"UMBRELLA  LUNCH BOX","","","ITO","16/09/2022","20:30:00"
"UMBRELLA","","","DHAULA KUAN","16/09/2022","13:20:00"
"UMBRELLA","","","SEELAMPUR","16/09/2022","15:00:00"
"PURSE","CASH PAN BANK CARD OF MAMTA","","NIRMAN VIHAR","16/09/2022","21:50:00"
"PURSE","CASH DL AADHAR RC PAN OF PARDEEP HARDIK","","LAXMI NAGAR","16/09/2022","13:30:00"
"UMBRELLA","","","ROHINI WEST","16/09/2022","20:20:00"
"JEANS HAND BAG LOWER TOP","","","SAROJINI NAGAR","16/09/2022","23:50:00"
"T SHIRTS","","","RAJIV CHOWK","16/09/2022","13:00:00"
"PURSE","BANK CARDS AADHAR OF AMIT & KHUSBU","","RAJIV CHOWK","16/09/2022","07:30:00"
"METRO CARD","","","RAJIV CHOWK","16/09/2022","14:45:00"
"CHARGER  NECK BAND","","","RAJIV CHOWK","16/09/2022","14:45:00"
"SHOES","","","RAJIV CHOWK","16/09/2022","21:20:00"
"BAG","CLOTHS BEDSHEET WATCH TRIMMER","","RAJIV CHOWK","16/09/2022","21:40:00"
"UMBRELLA","","","VISHWAVIDYALAYA","16/09/2022","22:30:00"
"BAG","MOBILE LED BOTTLE SLIPPER CLOTHS OF GANAURI YADAV","","MILLENNIUM CITY CENTRE GURUGRAM","16/09/2022","21:00:00"
"UMBRELLA","","","MILLENNIUM CITY CENTRE GURUGRAM","16/09/2022","21:00:00"
"BAG","CHARGER EMPTY EARBUD CASE BOOK CASH","","SHADIPUR","16/09/2022","23:30:00"
"SHIRT","","","RAJIV CHOWK","16/09/2022","08:00:00"
"TOPS","","","RAJIV CHOWK","16/09/2022","01:30:00"
"HAND BAG","UMBRELLA HEADPHONE COSMETICS BANK CARD OF PRACHI SACHDEVA","","VASANT VIHAR","16/09/2022","16:30:00"
"PURSE","CASH PAN CARD BANK CARD OF PRIYA","","MOHAN ESTATE","16/09/2022","10:00:00"
"UMBRELLA","","","DWARKA SECTOR - 21","16/09/2022","23:00:00"
"LUNCH BOX","","","RAJENDRA PLACE","16/09/2022","07:30:00"
"WATCH","","","OKHLA BIRD SANCTUARY","16/09/2022","18:00:00"
"BUCKET SHOES SLIPPERS","","","UTTAM NAGAR EAST","16/09/2022","10:00:00"
"RING","","","HAUZ KHAS","16/09/2022","13:00:00"
"EARBUD","","","DWARKA SECTOR - 21","16/09/2022","23:00:00"
"CASH","","","SEELAMPUR","16/09/2022","10:50:00"
"PURSE","AADHAR DL PAN BANK CARD OF SATWINDER SINGH","","JAMA MASJID","15/09/2022","21:00:00"
"POUCH","PASSPORT VOTER ID EARBUSD OF AASTHA","","AIRPORT (T-3)","15/09/2022","21:00:00"
"CASH","","","SHIVAJI STADIUM","15/09/2022","12:30:00"
"CASH","","","NEW DELHI (Yellow & Airport Line)","15/09/2022","09:00:00"
"T SHIRT  SHORTS","","","RAJENDRA PLACE","15/09/2022","21:00:00"
"CARRY BAG","LOWER T SHIRT","","KAILASH COLONY","15/09/2022","11:50:00"
"TABLET","","","MALVIYA NAGAR","15/09/2022","22:30:00"
"SOAP SHAMPOO SURF","","","CENTRAL SECRETARIAT","15/09/2022","11:00:00"
"UMBRELLA","","","NEHRU ENCLAVE","15/09/2022","19:00:00"
"MOUSE","","","OKHLA NSIC","15/09/2022","08:00:00"
"EARBUD","","","SEELAMPUR","15/09/2022","10:50:00"
"ID CARD METRO CARD OF PRIYANKA","","","DWARKA","15/09/2022","20:35:00"
"JUTE BAG","LUNCH BOX SPOON","","DWARKA","15/09/2022","23:40:00"
"BAG","BLOUSE KEYS","","CHANDNI CHOWK","15/09/2022","00:25:00"
"SHOES","","","CHANDNI CHOWK","15/09/2022","00:25:00"
"CARRY BAG","NECKLES COMB","","CHANDNI CHOWK","15/09/2022","07:20:00"
"EYE WEARS","","","SAMAYPUR BADLI","15/09/2022","20:30:00"
"PAPER BAG","CLOTHS","","SAMAYPUR BADLI","15/09/2022","20:00:00"
"EARBUDS","","","ROHINI WEST","15/09/2022","20:50:00"
"SUITS PIECES","","","SECTOR - 52 NOIDA","14/09/2022","20:00:00"
"BAG","TIFFIN BOTTLE","","SECTOR - 52 NOIDA","14/09/2022","21:30:00"
"BAG","VEST","","JAMA MASJID","14/09/2022","23:20:00"
"BAG","PASSPORT SHOES CLOTHS OF EMEKA","","KASHMERE GATE","14/09/2022","06:50:00"
"PURSE","UMBRELLA POWER BANK COSMETICS KEYS BANK CARD OF SWETA GOGIA","","RAJOURI GARDEN","14/09/2022","09:40:00"
"TROLLEY BAG","CLOTHS SLIPPERS","","NEW DELHI (Yellow & Airport Line)","14/09/2022","11:15:00"
"BOTTLE","","","KAROL BAGH","14/09/2022","14:00:00"
"HAND BAG","BOTTLE SPOON TIFFIN","","KAROL BAGH","14/09/2022","14:00:00"
"DOCUMENTS OF NEDNAL MUSTAFA","","","JANAKPURI WEST","14/09/2022","18:25:00"
"GUITAR","","","TILAK NAGAR","14/09/2022","19:20:00"
"LED LIGHT","","","DWARKA","14/09/2022","23:00:00"
"BAG WITH DIARY,GOGGLE,CHARGER","","","MILLENNIUM CITY CENTRE GURUGRAM","14/09/2022","21:05:00"
"CARRY BAG","CHARGER EARPHONE CLOTHS MOBILE","","NOIDA ELECTRONIC CITY","14/09/2022","18:30:00"
"T SHIRT WAIST BAG SUIT BOOK","","","RAJIV CHOWK","14/09/2022","20:30:00"
"METRO CARD","","","ITO","14/09/2022","20:35:00"
"EARBUDS CASE","","","DWARKA SECTOR - 21","14/09/2022","13:00:00"
"BAG","CLOTHS SHOES SLIPPERS LUNCH BOX POWDER MIRROR","","DWARKA SECTOR - 21","13/09/2022","17:20:00"
"PURSE","DL BANK CARD DDA CARD TATA AIG CARD OF BRIJESH KUMAR SINGH","","DWARKA SECTOR - 21","13/09/2022","09:30:00"
"GOD STATUE","","","NEW DELHI (Yellow & Airport Line)","13/09/2022","20:30:00"
"SCISSOR","","","NETAJI SUBHASH PLACE","13/09/2022","20:00:00"
"EARBUDS , BOTTLE","","","OKHLA BIRD SANCTUARY","13/09/2022","11:00:00"
"FOAM","","","RITHALA","13/09/2022","12:00:00"
"JUTE BAG","FOOT WEARS","","VISHWAVIDYALAYA","13/09/2022","18:30:00"
"JUTE BAG","LUNCH BOX","","UTTAM NAGAR WEST","13/09/2022","12:30:00"
"PENDANT","","","RAJENDRA PLACE","13/09/2022","20:00:00"
"BOTTLE","","","NOIDA CITY CENTRE","13/09/2022","13:30:00"
"BAG","BOTTLE","","JAMA MASJID","13/09/2022","11:00:00"
"BAG","BOOKS REGISTER SPECTACLES SHIRT","","PATEL CHOWK","13/09/2022","20:40:00"
"EARBUDS","","","DASHRATHPURI","13/09/2022","13:00:00"
"BAG","TRIMMER CLOTHS CHARGER","","NANGLOI","13/09/2022","20:55:00"
"EARBUDS","","","MODEL TOWN","13/09/2022","20:30:00"
"CASH","","","LAJPAT NAGAR","12/09/2022","12:13:00"
"CASH","","","MILLENNIUM CITY CENTRE GURUGRAM","12/09/2022","15:00:00"
"BAG","DIARY","","MILLENNIUM CITY CENTRE GURUGRAM","12/09/2022","20:00:00"
"BAG","CLOTHS SPECTACLES","","DILLI HAAT - INA","12/09/2022","11:30:00"
"TOY","","","DILLI HAAT - INA","12/09/2022","09:00:00"
"CASH","","","NEW DELHI (Yellow & Airport Line)","12/09/2022","15:00:00"
"UMBRELLA","","","NEW DELHI (Yellow & Airport Line)","12/09/2022","13:50:00"
"METRO CARD","","","DELHI AEROCITY","12/09/2022","13:00:00"
"HOTSPOT","","","SHADIPUR","12/09/2022","09:00:00"
"EARBUD","","","PALAM","12/09/2022","11:00:00"
"HAIR BANDS","","","NEW DELHI (Yellow & Airport Line)","12/09/2022","20:30:00"
"METRO CARD","","","SAMAYPUR BADLI","12/09/2022","09:15:00"
"DL OF HARDIK SINGHAL","","","SAMAYPUR BADLI","12/09/2022","10:25:00"
"SLIPPERS","","","RAJIV CHOWK","12/09/2022","13:30:00"
"BAG","NOTE PAD","","PITAMPURA","12/09/2022","18:00:00"
"EARBUD","","","ESCORTS MUJESAR","12/09/2022","12:30:00"
"NOSE RING","","","DWARKA SECTOR - 10","12/09/2022","14:45:00"
"EARBUDS CASE","","","NAWADA","12/09/2022","11:00:00"
"WATCH","","","CHHATARPUR","11/09/2022","06:35:00"
"EMPTY BAG","","","BRIG. HOSHIAR SINGH","11/09/2022","11:10:00"
"EARBUDS","","","AIRPORT (T-3)","11/09/2022","13:10:00"
"HELMET","","","KASHMERE GATE","11/09/2022","08:55:00"
"UMBRELLA","","","KASHMERE GATE","11/09/2022","08:55:00"
"POLYBAG WITH CLOTHES","","","KASHMERE GATE","11/09/2022","08:55:00"
"EYE DROPS","","","DWARKA","11/09/2022","20:00:00"
"PURSE","CASH ORNAMENTS","","SECTOR - 62 NOIDA","11/09/2022","11:00:00"
"MOBILE","","","ASHRAM","11/09/2022","20:00:00"
"MOBILE","","","NEW DELHI (Yellow & Airport Line)","11/09/2022","05:00:00"
"PURSE","AADHAR BANK CHEQUE OF POOJA DEVI","","SANT SURDAS (SIHI)","11/09/2022","20:00:00"
"HAND BAG","CHARGER BOTTLE COSMETICS TIFFIN","","RAJOURI GARDEN","11/09/2022","13:30:00"
"BREAK PADS","","","SAMAYPUR BADLI","11/09/2022","18:40:00"
"HELMET","","","SAMAYPUR BADLI","10/09/2022","10:00:00"
"CARRY BAG","FAN BLADE CLOTH","","NEW DELHI (Yellow & Airport Line)","10/09/2022","20:10:00"
"PAPER BAG","BOOK NOTE BOOK PAPER CRAFT","","NEW DELHI (Yellow & Airport Line)","10/09/2022","11:00:00"
"POUCH","RC DL BANK CARD OF PAWAN KUMAR","","NEW DELHI (Yellow & Airport Line)","10/09/2022","10:30:00"
"BAG","CHARGER CLOTHS","","KASHMERE GATE","10/09/2022","18:30:00"
"BAG","CHARGER LUNCH BOX FACE WASH","","KASHMERE GATE","10/09/2022","17:20:00"
"LUNCH BOX","","","UDYOG BHAWAN","10/09/2022","21:15:00"
"UTENSILS","","","AIRPORT (T-3)","10/09/2022","20:45:00"
"DOCUMENT OF POONAM SHARMA","","","PATEL CHOWK","10/09/2022","07:50:00"
"BOTTLE","","","SHAHEED STHAL ( NEW BUS ADDA)","10/09/2022","11:30:00"
"SKATING SET ,ANKLET","","","JAHANGIRPURI","10/09/2022","13:00:00"
"EARBUDS CASE,BOTTLE","","","KAROL BAGH","10/09/2022","22:00:00"
"LED LIGHTS","","","PITAMPURA","10/09/2022","12:30:00"
"BAG","BIKE KEY CREAM HAIR BRUSH CASH FACE WASH","","BATA CHOWK","10/09/2022","10:40:00"
"WASHERS ,LUNCH BOX,HAND PURSE EMPTY","","","CHAWRI BAZAR","10/09/2022","21:30:00"
"CASH KEYS","","","SUKHDEV VIHAR","10/09/2022","20:00:00"
"JUTE BAG","LUNCH BOX","","VIDHAN SABHA","10/09/2022","20:30:00"
"LADDLE","","","BARAKHAMBA ROAD","10/09/2022","22:20:00"
"BAG","CLOTHS","","MALVIYA NAGAR","10/09/2022","10:15:00"
"HELMET","","","KIRTI NAGAR","10/09/2022","12:30:00"
"CARRY BAG WITH CAP ,GOGGLE","","","LAJPAT NAGAR","10/09/2022","21:20:00"
"BAG WITH CHARGER,POWER BANK,EARBUD & ID OF HEMANT CHAUDHARY","","","SARAI KALE KHAN - NIZAMUDDIN","10/09/2022","20:00:00"
"WATCH","","","MILLENNIUM CITY CENTRE GURUGRAM","10/09/2022","21:10:00"
"SHOES","","","PREET VIHAR","10/09/2022","12:40:00"
"T SHIRTS","","","LAJPAT NAGAR","10/09/2022","21:20:00"
"BANK CARD OF BUNCHI PANDEY","","","ROHINI SECTOR - 18, 19","09/09/2022","17:00:00"
"CASH","","","TILAK NAGAR","09/09/2022","13:55:00"
"PURSE","CASH VOTER ID PAN AADHAR OF FALGUNI","","VASANT VIHAR","09/09/2022","22:00:00"
"CASH","","","ROHINI EAST","09/09/2022","19:30:00"
"BAG","DOCUMENTS BANK CHEQUE CLOTHS OF SUBHANKAR DOLAI","","NEW DELHI (Yellow & Airport Line)","09/09/2022","20:10:00"
"CASH","","","MOTI NAGAR","09/09/2022","22:00:00"
"BLANKET BED COVER PILLOW COVER MATS SLIPPERS","","","NEW DELHI (Yellow & Airport Line)","09/09/2022","18:00:00"
"SLIPPERS","","","MUNDKA","09/09/2022","21:00:00"
"HELMET","","","RAJENDRA PLACE","09/09/2022","20:00:00"
"PURSE","AADHAR DL PAN BANK CARD OF ARUN KUMAR CHANDRUL","","RAJENDRA PLACE","09/09/2022","20:00:00"
"HAND BAG","LUNCH BOX LIGHT","","RAJENDRA PLACE","09/09/2022","20:15:00"
"BANK CARD OF ARNAV SINGH","","","RAJIV CHOWK","09/09/2022","17:00:00"
"LUNCH BOX","","","RAJIV CHOWK","09/09/2022","06:15:00"
"PURSE","BANK CARD METRO CARD CASH OF RIYAS SIDDIQUE","","ASHRAM","09/09/2022","21:40:00"
"PAPER BAG","GOWN","","DELHI AEROCITY","09/09/2022","19:55:00"
"JUTE BAG","LUNCH BOX","","DELHI AEROCITY","09/09/2022","21:10:00"
"EARBUD","","","DELHI AEROCITY","09/09/2022","23:50:00"
"BAG","EARBUDS WATCH BOTTLE CLOTHS SHOES","","VAISHALI","09/09/2022","21:00:00"
"BAG","KEY BOTTLE","","SHIV VIHAR","09/09/2022","22:45:00"
"EMPTY HAND BAG","","","DWARKA MOR","09/09/2022","10:00:00"
"FILE WITH PHOTO COPIES OF SALIM HUSAIN","","","SHIVAJI STADIUM","09/09/2022","20:45:00"
"LUNCH BOX","","","OKHLA BIRD SANCTUARY","09/09/2022","21:00:00"
"LUNCH BOX ,EARBUDS","","","BARAKHAMBA ROAD","09/09/2022","21:00:00"
"CASH","","","KASHMERE GATE","09/09/2022","15:30:00"
"THREAD ROLLS","","","SAMAYPUR BADLI","09/09/2022","18:30:00"
"EARBUDS CASE","","","SAKET","09/09/2022","12:00:00"
"DARRI","","","NEW DELHI (Yellow & Airport Line)","08/09/2022","15:35:00"
"SELFI STICK","","","KALKAJI MANDIR","08/09/2022","16:20:00"
"AADHAR PAN CARD OF NANAK","","","LOK KALYAN MARG","08/09/2022","16:50:00"
"AADHAR PAN DIARY CASH OF KISHUN RAM","","","LOK KALYAN MARG","08/09/2022","11:45:00"
"LUNCH BOX","","","MANDI HOUSE","08/09/2022","10:00:00"
"CASH","","","KALINDI KUNJ","08/09/2022","10:40:00"
"BAG","LUNCH BOX SPOON","","SHASTRI PARK","08/09/2022","20:30:00"
"LUNCH BOX","","","NOIDA ELECTRONIC CITY","08/09/2022","18:00:00"
"SUITS","","","RAJIV CHOWK","08/09/2022","21:30:00"
"POLY BAG","JEANS","","RAJIV CHOWK","08/09/2022","21:30:00"
"BASIC MOBILE","","","NANGLOI RAILWAY STATION","08/09/2022","22:30:00"
"MOBILE","","","JANAKPURI WEST","08/09/2022","14:00:00"
"CASH","","","SAMAYPUR BADLI","07/09/2022","17:40:00"
