"item_name","description","item_quantity","station_name","receiving_date","receiving_time"
"LUNCH BOX","BOTTLE EARBUDS","","KARKARDUMA","08/10/2022","16:30:00"
"UMBRELLA","","","RAJIV CHOWK","08/10/2022","21:40:00"
"MOBILE","","","RAJIV CHOWK","08/10/2022","19:15:00"
"LUNCH BOX","","","RAJIV CHOWK","08/10/2022","17:00:00"
"PLASTIC BOX","LATKAN EARRING","","CHAWRI BAZAR","08/10/2022","21:20:00"
"SLIPPERS","","","RAJIV CHOWK","08/10/2022","19:15:00"
"SHOES","","","CHANDNI CHOWK","08/10/2022","21:00:00"
"PURSE","BANK CARD AADHAR PAN CASH MANJU","","CHANDNI CHOWK","08/10/2022","16:30:00"
"PURSE","BANK CARDS PAN AADHAR OF SAKSHI GATTANI","","CHANDNI CHOWK","08/10/2022","14:00:00"
"ORNAMENTS","","","CHANDNI CHOWK","08/10/2022","21:00:00"
"KEYS ,UMBRELLA","","","PITAMPURA","08/10/2022","12:30:00"
"UMBRELLA","","","NEW DELHI (Yellow & Airport Line)","08/10/2022","12:40:00"
"POUCH","BANK CARD AADHAR OF TENZIN KUSANG","","NAWADA","08/10/2022","15:56:00"
"LUNCH BOX","","","TILAK NAGAR","08/10/2022","12:50:00"
"HAND BAG","TOP","","MAYUR VIHAR -I","08/10/2022","21:30:00"
"UMBRELLA","","","KAROL BAGH","07/10/2022","20:30:00"
"BOTTLE","","","NOIDA CITY CENTRE","07/10/2022","10:15:00"
"CARD HOLDER","VOTER ID AADHAR PAN BANK CARD CASH OF RAVI YADAV","","RAJOURI GARDEN","07/10/2022","13:00:00"
"BAG","","","UDYOG BHAWAN","07/10/2022","09:30:00"
"PURSE WITH PAN,AADHAR,DL,VI,RC,& CASH OF SAHIL","","","ROHINI SECTOR - 18, 19","07/10/2022","17:20:00"
"PURSE WITH AADHAR,PAN, BANK CARD OF SUSHIL,RENU,MOHIT","","","DWARKA","07/10/2022","22:32:00"
"CASH","","","UTTAM NAGAR WEST","07/10/2022","14:00:00"
"CARRYBAG WITH CLOTH & BOTTLE","","","SUBHASH NAGAR","07/10/2022","07:50:00"
"CLOTHE","","","SUBHASH NAGAR","07/10/2022","07:50:00"
"LUNCH BOX , BOTTLE","","","SUBHASH NAGAR","07/10/2022","07:50:00"
"CASH","","","NOIDA ELECTRONIC CITY","07/10/2022","21:00:00"
"EARBUDS","","","YAMUNA BANK","07/10/2022","22:10:00"
"SOFT TOY","","","AIRPORT (T-3)","07/10/2022","21:10:00"
"POLY BAG","CLOTHS","","KASHMERE GATE","07/10/2022","01:10:00"
"GREASE GUN","","","RITHALA","07/10/2022","07:00:00"
"BAG","PERFUME CLOTHS ALL OUT MACHINE","","DWARKA SECTOR - 21","07/10/2022","15:00:00"
"HELMET","","","DWARKA SECTOR - 21","07/10/2022","13:00:00"
"SPECTACLE","","","DWARKA SECTOR - 21","07/10/2022","11:00:00"
"WATCH","","","DWARKA SECTOR - 14","07/10/2022","12:10:00"
"HELMET","","","DWARKA SECTOR - 14","07/10/2022","19:00:00"
"BASIC MOBILE","","","RAJA NAHAR SINGH (BALLABHGARH)","07/10/2022","19:00:00"
"COIN TOPS","","","LAJPAT NAGAR","07/10/2022","21:00:00"
"RACKET","","","MODEL TOWN","07/10/2022","20:10:00"
"PASSPORT OF GURTEJ SINGH","BANK CARD OF MANJEET SINGH","","KASHMERE GATE","07/10/2022","14:00:00"
"MOBILE","","","KASHMERE GATE","06/10/2022","10:00:00"
"sun glass","","","NEW DELHI (Yellow & Airport Line)","06/10/2022","13:45:00"
"BLANKET","","","NEW DELHI (Yellow & Airport Line)","06/10/2022","21:00:00"
"BAG WITH PURSE , CABLE,ADAPTER,PENDRIVE ,NAIL CUTTER & CASH","","","NEW DELHI (Yellow & Airport Line)","06/10/2022","21:25:00"
"CASH","","","JHILMIL","06/10/2022","21:00:00"
"POUCH WITH POWER BANK,EARPHONE,CHARGER","","","AIRPORT (T-3)","06/10/2022","20:15:00"
"COIN","","","AIRPORT (T-3)","06/10/2022","18:02:00"
"TROLLEY BAG WITH OLD CLOTHES","","","NEW ASHOK NAGAR","06/10/2022","09:00:00"
"CARRYBAG WITH SANDLE ,BANGLES,BOTTLE,HAIR BAND , PRANDA","","","SEELAMPUR","06/10/2022","20:29:00"
"LUNCH BOX","","","SHIV VIHAR","06/10/2022","20:15:00"
"BAG WITH OLD CLOTHES","","","SHIV VIHAR","06/10/2022","20:50:00"
"POLYBAG WITH SLIPPER & CLOTHES","","","SEELAMPUR","06/10/2022","20:38:00"
"BAG WITH CLOTHES","","","SAMAYPUR BADLI","06/10/2022","16:55:00"
"CLOTH","","","SAMAYPUR BADLI","06/10/2022","20:00:00"
"LUNCH BOX","","","DWARKA SECTOR - 21","06/10/2022","12:00:00"
"SPEAKER","","","DWARKA SECTOR - 21","06/10/2022","11:25:00"
"BAG WITH BOTTLE,UTENSIL,CASH","","","DWARKA SECTOR - 14","06/10/2022","11:30:00"
"LUNCH BOX","","","PUNJABI BAGH WEST","06/10/2022","20:50:00"
"CLOTH","","","CHANDNI CHOWK","06/10/2022","21:30:00"
"WATCH","","","NETAJI SUBHASH PLACE","06/10/2022","20:43:00"
"CARRY BAG","SWEATER INNER SHAWL","","DWARKA SECTOR - 21","06/10/2022","14:00:00"
"POLY BAG","CLOTHS","","KIRTI NAGAR","06/10/2022","21:25:00"
"NECK BAND","","","DELHI AEROCITY","06/10/2022","21:30:00"
"TAMBOLA KIT","","","RAJENDRA PLACE","06/10/2022","21:30:00"
"BAG","SWEATER CLOTHS BOTTLE LUNCH BOX","","AZADPUR","06/10/2022","22:45:00"
"BAG","SHIRT T -SHIRT  TOWEL","","KASHMERE GATE","06/10/2022","21:10:00"
"PURSE","CSD CARD BANK CARD OF VISHWA PAL SINGH","","AIRPORT (T-3)","05/10/2022","17:10:00"
"NINTENDO SWITCH","","","SHIVAJI STADIUM","05/10/2022","08:10:00"
"PURSE","VOTER ID AADHAR DL CSD CARD BANK CARDS OF ROOPESH PANWAR","","SHIVAJI STADIUM","05/10/2022","11:55:00"
"EARBUDS CASE","","","OKHLA VIHAR","05/10/2022","12:25:00"
"SANDAL","","","NAWADA","05/10/2022","18:00:00"
"MARK SHEET OF ROVIND","","","PRATAP NAGAR","05/10/2022","08:00:00"
"BANGLES","","","CHANDNI CHOWK","05/10/2022","23:45:00"
"SPECTACLE","","","RAJIV CHOWK","05/10/2022","13:55:00"
"PURSE WITH BANK CARD,METRO, VI OF SHWETA","","","BOTANICAL GARDEN","05/10/2022","16:00:00"
"CLOTHES","","","KESHAV PURAM","05/10/2022","20:35:00"
"BAG","SHAWL HAND BAG CLOTHS CREAM SYRUP","","MAJLIS PARK","05/10/2022","22:10:00"
"SUN GLASSES","","","NEW DELHI (Yellow & Airport Line)","04/10/2022","17:45:00"
"BAG","BANK CARD CASH EARING","","SHAHDARA","04/10/2022","23:10:00"
"WATCH","","","MOHAN NAGAR","04/10/2022","05:30:00"
"BAG","CHARGER SHAWL LOWER","","AIRPORT (T-3)","04/10/2022","06:45:00"
"BANK CARD OF NEELAM ARYA","","","WELCOME","04/10/2022","15:00:00"
"CARRY BAG","UMBRELLA SLIPPERS","","DWARKA SECTOR - 21","04/10/2022","23:30:00"
"BAG","CLOTHS SHOES CHARGER","","DWARKA SECTOR - 21","04/10/2022","15:00:00"
"CARRY BAG","JEANS T SHIRT CASH","","LOK KALYAN MARG","04/10/2022","19:00:00"
"BOTTLE","","","KIRTI NAGAR","04/10/2022","13:15:00"
"EMPTY HAND BAG","","","DABRI MOR - JANAKPURI SOUTH","04/10/2022","11:20:00"
"LUNCH BOX","","","DWARKA","04/10/2022","19:15:00"
"HELMET","","","PITAMPURA","04/10/2022","12:30:00"
"MOBILE","","","GURU TEG BAHADUR NAGAR","04/10/2022","12:15:00"
"BOTTLE","","","KASHMERE GATE","04/10/2022","15:30:00"
"CASH","","","HAIDERPUR BADLI MOR","04/10/2022","13:40:00"
"UMBRELLA  BOTTLE","","","RAJENDRA PLACE","04/10/2022","12:30:00"
"EARBUDS","","","BOTANICAL GARDEN","04/10/2022","13:00:00"
"EARBUDS","","","PALAM","04/10/2022","00:00:00"
"BAG","BOOKS COPY BOTTLE CLOTHS","","DWARKA SECTOR - 14","04/10/2022","18:35:00"
"BAG","DECORATIVE LIGHTS","","CHANDNI CHOWK","04/10/2022","19:40:00"
"SUIT","","","CHANDNI CHOWK","04/10/2022","21:15:00"
"SHERWANI","","","CHANDNI CHOWK","04/10/2022","21:15:00"
"DECORATIVE ITEM","","","CHANDNI CHOWK","04/10/2022","21:00:00"
"POLY BAG WITH SEHRA","EMPTY JEWELRY BOXES","","CHANDNI CHOWK","04/10/2022","15:00:00"
"TRIPOD","","","ANAND VIHAR ISBT","04/10/2022","20:10:00"
"CARRYBAG WITH SHAWL","","","RAJ BAGH","04/10/2022","20:39:00"
"PURSE","CASH AADHAR OF BOKIVI K","","PALAM","03/10/2022","10:00:00"
"PURSE","METRO CARD CASH","","JANAKPURI WEST","03/10/2022","12:30:00"
"NECK REST","","","JANAKPURI EAST","03/10/2022","15:30:00"
"POLY BAG","SUIT SANDALS","","NEW DELHI (Yellow & Airport Line)","03/10/2022","21:30:00"
"BAG","KEY MEDICINE","","JAMA MASJID","03/10/2022","01:45:00"
"POLY BAG","PANT SHORTS TOPS JACKET SANDALS","","SAROJINI NAGAR","03/10/2022","02:00:00"
"TOWEL MUFFLER","","","AIRPORT (T-3)","03/10/2022","13:15:00"
"PURSE","BANK CARDS AADHAR PAN CARD OF PARMOD KUMAR","","WELCOME","03/10/2022","20:30:00"
"BAT","","","DWARKA SECTOR - 21","03/10/2022","17:00:00"
"PURSE","CASH ANKLET","","KALKAJI MANDIR","03/10/2022","23:55:00"
"EARBUDS","","","VASANT VIHAR","03/10/2022","21:10:00"
"SAREE","","","MOTI NAGAR","03/10/2022","21:00:00"
"CARD HOLDER","CASH PAN VOTER ID BANK CARD OF DIKSHA JAMWAL","","JANAKPURI WEST","03/10/2022","20:30:00"
"WATER JUG","","","KASHMERE GATE","02/10/2022","13:30:00"
"CARRYBAG WITH CLOTHES","","","RAJIV CHOWK","02/10/2022","13:30:00"
"CCTV CAMERA & DVR","","","NOIDA ELECTRONIC CITY","02/10/2022","11:30:00"
"CASH","","","AIRPORT (T-3)","02/10/2022","12:50:00"
"BANK CARD OF MANSI SHARMA","","","HAUZ KHAS","02/10/2022","14:50:00"
"BAG","STONE CUTTER ,GRINDER HAMMER KARNI","","KASHMERE GATE","02/10/2022","08:05:00"
"POWER BANK","","","DWARKA SECTOR - 14","02/10/2022","06:00:00"
"BAG","DL AADHAR PAN PASSBOOK CHEQUE BOOK OF VISHAL SHARMA","","DWARKA SECTOR - 10","02/10/2022","11:00:00"
"METRO CARD OF SURESH KUMAR","","","NEW DELHI (Yellow & Airport Line)","02/10/2022","18:30:00"
"PURSE","METRO CARD CGHS CARD BANK CARD AADHAR CASH OF NGAMGOULEN HAOKIP","","DWARKA","02/10/2022","10:15:00"
"SHIRT AND PANT","","1","NEW DELHI (Yellow & Airport Line)","01/10/2022","06:00:00"
"WATER BOTTLE","","1","RAMAKRISHNA ASHRAM MARG","01/10/2022","21:45:00"
"BAG WITH CLOTH","","1","JHANDEWALAN","01/10/2022","21:30:00"
"MOBILE","","","SECTOR - 59 NOIDA","01/10/2022","10:10:00"
"BAG","CLOTHS SHOES","","VAISHALI","01/10/2022","10:00:00"
"LOCKET","","","VAISHALI","01/10/2022","21:50:00"
"MEDICAL BOOK","","1","RITHALA","01/10/2022","08:00:00"
"HELMET","","1","RITHALA","01/10/2022","07:00:00"
"WATER BOTTLE","","1","TIS HAZARI","01/10/2022","12:30:00"
"BAG WITH DEO","","1","TIS HAZARI","01/10/2022","19:30:00"
"CASH","","","IFFCO CHOWK","01/10/2022","22:45:00"
"EARBUDS","","","AIRPORT (T-3)","01/10/2022","14:15:00"
"SLEEPING BAG","","","AIRPORT (T-3)","01/10/2022","16:50:00"
"LUNCH BOX","","","DWARKA SECTOR - 21","01/10/2022","16:50:00"
"HAND BAG","COSMETICS","","DWARKA SECTOR - 21","01/10/2022","17:00:00"
"T SHIRT CHUNNI OF SHIVANI","","","DWARKA SECTOR - 21","01/10/2022","17:00:00"
"LUNCH BOX","","","PUNJABI BAGH WEST","01/10/2022","09:20:00"
"MANGALSHUTRA","","","KALKAJI MANDIR","01/10/2022","20:50:00"
"EARBUDS","","","BOTANICAL GARDEN","01/10/2022","21:00:00"
"PURSE","BANK CARDS DL PAN AADHGAR IGL CARD CASH OF SANDEEP BAN","","KASHMERE GATE","01/10/2022","20:10:00"
"EARBUDS","","","KASHMERE GATE","01/10/2022","15:30:00"
"FILE","PHOTOCOPIES","","UTTAM NAGAR WEST","01/10/2022","15:00:00"
"JUTE BAG","LUNCH BOX","","CHANDNI CHOWK","01/10/2022","21:30:00"
"FLOWERS","","","CHANDNI CHOWK","01/10/2022","21:30:00"
"SCRAF","","","CHANDNI CHOWK","01/10/2022","21:30:00"
"DECORATIVE ITEM","","","CHANDNI CHOWK","01/10/2022","21:30:00"
"PRAYER ITEMS","","","CHANDNI CHOWK","01/10/2022","21:30:00"
"SUITS PIECE","","","CHANDNI CHOWK","01/10/2022","21:30:00"
"CASH","","","RAJIV CHOWK","01/10/2022","19:19:00"
"bally","","","LAJPAT NAGAR","01/10/2022","21:20:00"
"POLY BAG","suit, plazoo","","LAJPAT NAGAR","01/10/2022","21:20:00"
"BAG","TIFFINS BOTTLES EARBUDS","","RAJENDRA PLACE","01/10/2022","20:40:00"
"MOUSE","","","NETAJI SUBHASH PLACE","01/10/2022","19:40:00"
"BAG","CHARGER EARPHONE BELT CLOTHS AADHAR OF VIVEK KUMAR","","AZADPUR","01/10/2022","18:00:00"
"NECK BAND","","1","NEW DELHI (Yellow & Airport Line)","30/09/2022","13:10:00"
"SAREE","","1","MAUJPUR-BABARPUR","30/09/2022","12:40:00"
"toy gun","","","JHILMIL","30/09/2022","19:45:00"
"HELMET","","1","RITHALA","30/09/2022","20:30:00"
"BAG WITH CHARGER","","1","RITHALA","30/09/2022","20:30:00"
"BAG WITH KEY AND CLOTH","","1","TIS HAZARI","30/09/2022","19:30:00"
"PEN DRIVE","","1","DILLI HAAT - INA","30/09/2022","10:20:00"
"POWER BANK","","","IFFCO CHOWK","30/09/2022","21:30:00"
"BOTTLE","","","SIKANDERPUR","30/09/2022","21:00:00"
"BOTTLE","","","BARAKHAMBA ROAD","30/09/2022","21:30:00"
"TROPKY OF RAGHAV LUTHRA","","","DWARKA SECTOR - 21","30/09/2022","08:00:00"
"BAG","CHARGERS MEDICINE NPOUCH WITH COSMETICS KEY COIN EARING","","NEW DELHI (Yellow & Airport Line)","30/09/2022","08:00:00"
"EARBUDS","","","JANAKPURI WEST","30/09/2022","20:15:00"
"SUN GLASSE","","","OKHLA BIRD SANCTUARY","30/09/2022","16:30:00"
"PURSE","AADHAR BANK CARD OF KARAN SAINI","","KALINDI KUNJ","30/09/2022","14:00:00"
"LUNCH BOX","","","MANSAROVAR PARK","30/09/2022","20:45:00"
"JUTE BAG","LUNCH BOX BANGLES","","UTTAM NAGAR WEST","30/09/2022","19:30:00"
"CASH","","","DWARKA SECTOR - 10","30/09/2022","19:30:00"
"CASH","","","DURGABAI DESHMUKH SOUTH CAMPUS","30/09/2022","22:40:00"
"CHAIN","","","RAJIV CHOWK","30/09/2022","21:30:00"
"POLY BAG","LATKAN ENVELOPS POOJA THALI FLOWERS","","CHANDNI CHOWK","30/09/2022","21:00:00"
"BAG","TOWEL BLANKET CLOTHS CHARGER","","RITHALA","30/09/2022","19:30:00"
"PURSE","CASH PAN OF ANUJ GOYAL","","ADARSH NAGAR","30/09/2022","13:25:00"
"PURSE","DL AADHAR BANK CARDS OF PHOOL SINGH","","RAJIV CHOWK","29/09/2022","15:15:00"
"BAG","HELMET ,BOXES","","VISHWAVIDYALAYA","29/09/2022","21:30:00"
"JEANS CLOTH BUNDLE","","","MANDI HOUSE","29/09/2022","15:30:00"
"REMOTE","","","BOTANICAL GARDEN","29/09/2022","15:15:00"
"PAPER BAG","IDOL,DECORATIVE ITEM","","RAJOURI GARDEN","29/09/2022","20:00:00"
"BOTTLE","","","NARAINA VIHAR","29/09/2022","14:00:00"
"BAG WITH CLOTHES","","","GURU TEG BAHADUR NAGAR","29/09/2022","15:00:00"
"CARRY BAG","JEANS SHIRT","","GURU TEG BAHADUR NAGAR","29/09/2022","10:10:00"
"SLEEPING BAG","","","DWARKA SECTOR - 21","29/09/2022","10:25:00"
"BATS","","","DWARKA SECTOR - 21","29/09/2022","09:40:00"
"SHOES","","","DWARKA SECTOR - 21","29/09/2022","09:35:00"
"CARRY BAG","SAREE BLOUSE","","DWARKA SECTOR - 21","29/09/2022","13:00:00"
"HELMET","","1","RAJIV CHOWK","29/09/2022","19:45:00"
"CARRY BAG WITH CLOTHES","","1","RAJIV CHOWK","29/09/2022","19:45:00"
"WINTER AND SUMMER CLOTHES","","1","MOHAN NAGAR","29/09/2022","10:00:00"
"HEALTH BAND","","","KARKARDUMA","29/09/2022","20:45:00"
"EARBUDS","","1","NEW DELHI (Yellow & Airport Line)","29/09/2022","00:10:00"
"HEALTH BAND","","","M.G. ROAD","29/09/2022","15:40:00"
"BOTTLE","","","SIKANDERPUR","29/09/2022","21:30:00"
"BOTTLE","","","AIRPORT (T-3)","29/09/2022","21:00:00"
"POUCH","PAPERS OF MD SHAHRUKH","","AIRPORT (T-3)","29/09/2022","21:00:00"
"BANK CARD OF SHISHIR KUMAR","","","CENTRAL SECRETARIAT","29/09/2022","19:25:00"
"ANKLET","","","VASANT VIHAR","28/09/2022","22:30:00"
"HELMET","","","MOHAN NAGAR","28/09/2022","18:15:00"
"WALL CLOCK","","","SHAHDARA","28/09/2022","23:00:00"
"CLOTH CLIPS","","","SHASTRI PARK","28/09/2022","20:40:00"
"NECK BAND","","","RAJIV CHOWK","28/09/2022","03:00:00"
"CASH","","","SIKANDERPUR","28/09/2022","11:30:00"
"CLOTH PIECES & MASK","","","SHIVAJI STADIUM","28/09/2022","21:00:00"
"JUTE BAG","LUNCH BOX","","LAL QUILA","28/09/2022","11:10:00"
"CASH","","","RAJIV CHOWK","28/09/2022","16:45:00"
"POWER BANK","","","AIRPORT (T-3)","28/09/2022","20:40:00"
"SAREE","","","CENTRAL SECRETARIAT","28/09/2022","20:15:00"
"FOOT MATS","","","MODEL TOWN","28/09/2022","21:15:00"
"CARRY BAG","HALF PANT ,T SHIRT","","NEW DELHI (Yellow & Airport Line)","28/09/2022","20:30:00"
"LUNCH BOX","","","SOUTH EXTENSION","28/09/2022","23:00:00"
"EMPTY BAG","","","SHIVAJI STADIUM","28/09/2022","21:10:00"
"EARPHONE","","","MUNIRKA","28/09/2022","10:00:00"
"WAX HEATER","","","TILAK NAGAR","28/09/2022","19:45:00"
"PURSE","CASH OF MUJEEB","","UTTAM NAGAR EAST","28/09/2022","21:00:00"
"UMBRELLA","","","UTTAM NAGAR EAST","28/09/2022","21:00:00"
"BASIC MOBILE","","","MILLENNIUM CITY CENTRE GURUGRAM","27/09/2022","09:30:00"
"BAG","CLOTHS ORNAMENTS","","JHANDEWALAN","27/09/2022","16:50:00"
"MOBILE","","","RAJENDRA PLACE","27/09/2022","19:00:00"
"BAG","AADHAR BELT PEN NOTE BOOK OF AJAY KUMAR","","VISHWAVIDYALAYA","27/09/2022","18:50:00"
"BASIC MOBILE","","","GURU DRONACHARYA","27/09/2022","10:50:00"
"CARRY BAG","UMBRELLA RING MAT SPECTACLES","","MUNIRKA","27/09/2022","10:00:00"
"DECORATIVE  LIGHT","","","UTTAM NAGAR WEST","27/09/2022","12:00:00"
"SLING BAG","WATCH CHARGER COSMETICS CASH","","CHANDNI CHOWK","27/09/2022","09:35:00"
"HAND BAG","DIARY CATALOGUE BAG","","CENTRAL SECRETARIAT","27/09/2022","23:00:00"
"DOCUMENT OF SANJAY KUMAR SINGH IAS","","","CENTRAL SECRETARIAT","27/09/2022","14:30:00"
"BAG","CLOTHS PURSE VOTER ID PAN BANK CRDS OF MD RAFI AHMED","","NEW DELHI (Yellow & Airport Line)","27/09/2022","10:30:00"
"BA","CLOTHS THALI CHARGER OIL","","BATA CHOWK","27/09/2022","17:00:00"
"CARD HOLDER","DL BANK CARDS OF DAVID JOHN","","NEW DELHI (Yellow & Airport Line)","27/09/2022","10:00:00"
"PEN DRIVE","","","PATEL CHOWK","27/09/2022","20:30:00"
"UMBRELLA","","","DWARKA SECTOR - 12","26/09/2022","14:10:00"
"SAREE","","","TAGORE GARDEN","26/09/2022","15:00:00"
"PURSE","PAN DL BANK CRDS OF PRIYANSHI GOEL","","KASHMERE GATE","26/09/2022","10:15:00"
"LUNCH BOX","","","KASHMERE GATE","26/09/2022","10:15:00"
"BAG","UMBRELLA SCISSOR","","MUNIRKA","26/09/2022","16:45:00"
"MOBILE  EARPHONE","","","SADAR BAZAR CANTONMENT","26/09/2022","10:30:00"
"CARD HOLDER","BANK ACRD APN AADHAR OF DEVYANI MADAIK","","KAROL BAGH","26/09/2022","21:15:00"
"UMBRELLA","","","HAUZ KHAS","26/09/2022","20:10:00"
"LUNCH BOX","","","RAJENDRA PLACE","26/09/2022","21:00:00"
"BAG","CLOTHS","","KAROL BAGH","26/09/2022","13:30:00"
"BAG","PURSE CLOTHS AADHAR PAN OF MANISH KUMAR","","KAROL BAGH","26/09/2022","13:30:00"
"UMBRELLA","","","VISHWAVIDYALAYA","26/09/2022","20:45:00"
"KIDS DRESS TOYS","","","VISHWAVIDYALAYA","26/09/2022","20:45:00"
"BOTTLE UMBRELLA","","","KHAN MARKET","26/09/2022","19:30:00"
"BA","T SHIRT","","JAMA MASJID","26/09/2022","21:15:00"
"WATCH","","","JHANDEWALAN","26/09/2022","13:15:00"
"PURSE","AADHAR RC VOTER ID OF SURAJ KUMAR SRIVASTAV","","PULBANGASH","26/09/2022","09:20:00"
"PURSE","BANK CARDS PAN CARD DL RC PASSPORT OF NIKHITA GARG","","PULBANGASH","26/09/2022","07:40:00"
"PURSE","ORNAMENTS CASH","","NEW DELHI (Yellow & Airport Line)","26/09/2022","11:00:00"
"WATCH","","","AKSHARDHAM","26/09/2022","11:25:00"
"SHOES","","","SHASTRI PARK","26/09/2022","12:20:00"
"PURSE","BANK CARD AADHAR METRO CARD OF TARANNUM BEGUM","","SAROJINI NAGAR","26/09/2022","08:00:00"
"TROLLEY BAG","CLOTHS","","AIRPORT (T-3)","26/09/2022","17:25:00"
"BLANKETS","","","DWARKA","26/09/2022","23:50:00"
"BAG","TIFFINS DRILL MACHINE","","DWARKA","26/09/2022","23:50:00"
"BAG","CLOTHS UMBRELLA CHARGER SANDAL","","KASHMERE GATE","25/09/2022","19:30:00"
"UMBRELLA TIFFIN","","","JANAKPURI WEST","25/09/2022","11:30:00"
"CASH","","","SHANKAR VIHAR","25/09/2022","17:50:00"
"DL BANK CARD OF DAN SINGH,UMBRELLA ,EARBUDS","","","GREATER KAILASH","25/09/2022","22:20:00"
"UMBRELLA","","","MILLENNIUM CITY CENTRE GURUGRAM","25/09/2022","07:30:00"
"SUN GLASSES","","","AZADPUR","25/09/2022","11:40:00"
"POLY BAG","TROUSER SALWAR SUIT KID SHORT & PYJAMA","","AZADPUR","25/09/2022","08:30:00"
"UMBRELLA","","","TILAK NAGAR","25/09/2022","10:50:00"
"BAG","CHAREGR BOTTLE TIFFIN CLOTHS","","VISHWAVIDYALAYA","25/09/2022","12:20:00"
"EARBUDS","","","LAJPAT NAGAR","25/09/2022","20:30:00"
"RING","","","LAJPAT NAGAR","25/09/2022","20:30:00"
"WATCH","","","LAJPAT NAGAR","25/09/2022","19:00:00"
"PAPER BAG","JACKET","","KASHMERE GATE","24/09/2022","21:00:00"
"BAG","SAREE CLOTHS PURSE TOE RING NOSE RING","","NOIDA ELECTRONIC CITY","24/09/2022","13:50:00"
"POUCH","CASH METRO CARD","","RITHALA","24/09/2022","16:00:00"
"UMBRELLA","","","SAROJINI NAGAR","24/09/2022","19:30:00"
"UMBRELLA","","","ROHINI EAST","24/09/2022","20:30:00"
"WATCH","","","AIRPORT (T-3)","24/09/2022","12:10:00"
"UMBRELLA","","","RAJOURI GARDEN","24/09/2022","14:40:00"
"CASH","","","DWARKA SECTOR - 21","24/09/2022","14:00:00"
"UMBRELLA","","","TILAK NAGAR","24/09/2022","12:30:00"
"UMBRELLA","","","UTTAM NAGAR WEST","24/09/2022","13:00:00"
"UMBRELLA","","","RAJENDRA PLACE","24/09/2022","13:00:00"
"BAG","LUNCH BOX EARBUDS BOTTLE PURSE DOCUMENT OF VISHAL KUMAR","","ROHINI SECTOR - 18, 19","24/09/2022","16:10:00"
"LUNCH BOX","","","KARKARDUMA","24/09/2022","09:30:00"
"BOTTLE","","","PATEL CHOWK","24/09/2022","23:10:00"
"UMBRELLA","","","PATEL CHOWK","24/09/2022","23:10:00"
"POLY BAG","TOP SWEATER","","KAROL BAGH","24/09/2022","21:00:00"
"MOBILE COVERS","","","KAROL BAGH","24/09/2022","21:00:00"
"BAG","TRIMMER CLOTHS","","ANAND VIHAR ISBT","24/09/2022","12:15:00"
"UMBRELLA  BOTTLE","","","KAROL BAGH","24/09/2022","21:00:00"
"SHOES","","","JASOLA-APOLLO","24/09/2022","10:30:00"
"POWER BANK","","","RITHALA","24/09/2022","15:15:00"
"SUIT","","","SHADIPUR","24/09/2022","20:50:00"
"UMBRELLA","","","DELHI GATE","24/09/2022","20:30:00"
"CARD HOLDER","BANK CARD DL AADHAR CASH OF NAKUL BHUGRA","","CHANDNI CHOWK","24/09/2022","21:00:00"
"RING PLATTER ,BOTTLE","","","CHANDNI CHOWK","24/09/2022","21:00:00"
"UMBRELLA","","","SHAHDARA","24/09/2022","16:30:00"
"PURSE","METRO CARD","","SHAHDARA","24/09/2022","12:30:00"
"UMBRELLA","","","SECTOR - 52 NOIDA","24/09/2022","20:15:00"
"BAG","CHARGER POWER BANK BOTTLE GEL","","SECTOR - 52 NOIDA","24/09/2022","20:00:00"
"CASH","","","DELHI AEROCITY","23/09/2022","11:00:00"
"CASH","","","DWARKA MOR","23/09/2022","10:19:00"
"PURSE WITH CASH","","","DWARKA SECTOR - 8","23/09/2022","08:30:00"
"PHOTO PAPER","","","UTTAM NAGAR WEST","23/09/2022","21:00:00"
"EMPTY BAG","","","RAJIV CHOWK","23/09/2022","22:45:00"
"PURSE","CASH PAN AADHAR BANK CRDS OF VIKASH YADAV","","PUNJABI BAGH WEST","23/09/2022","12:00:00"
"LUNCH BOX","","","JHANDEWALAN","23/09/2022","21:00:00"
"POLY BAG","DATA CABLES ,BRUSHES","","KAROL BAGH","23/09/2022","21:45:00"
"EARBUDS","","","SIKANDERPUR","23/09/2022","15:20:00"
"LOWER","","","SAROJINI NAGAR","23/09/2022","19:30:00"
"BAG","CLOTHS BOTTLE","","SAROJINI NAGAR","23/09/2022","01:20:00"
"POLY BAG","LIP STICK WATCH PLAZO","","SAROJINI NAGAR","23/09/2022","01:20:00"
"HAND BAG","TIFFIN CHARGER SHAVING KIT SHOES","","KASHMERE GATE","23/09/2022","18:00:00"
"UMBRELLA","","","DELHI AEROCITY","23/09/2022","19:50:00"
"BOTTLE","","","AIRPORT (T-3)","23/09/2022","21:15:00"
"UMBRELLA","","","NEW DELHI (Yellow & Airport Line)","23/09/2022","09:00:00"
"UMBRELLA","","","NEW DELHI (Yellow & Airport Line)","23/09/2022","13:15:00"
"CHAIR","","","NEW DELHI (Yellow & Airport Line)","23/09/2022","10:00:00"
"JUTE BAG","LUNCH BOX","","RAJOURI GARDEN","23/09/2022","10:00:00"
"BAG","CLOTHS","","DWARKA SECTOR - 21","23/09/2022","00:35:00"
"METRO CARD","","","DWARKA SECTOR - 21","23/09/2022","13:30:00"
